Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,Publisher,MeSH terms,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,UIDs of supporting grants,Supporting Grants,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,ICRP Cancer Types,ICRP CSO Categories,Units of Assessment,Sustainable Development Goals
100,pub.1136771079,10.5334/johd.27,,,A Bibliography of Cuneiform Tablet Editions in United States Colleges and Universities through 2020,"This dataset contains bibliographic data of publications containing scholarly editions in any language of cuneiform tablets in small collections of cuneiform objects (typically 5–20 objects) in United States colleges and universities, current through 2020. These collections include a variety of ancient text forms, including but not limited to economic documents, letters, cylinder seals, and large reliefs. The dataset is stored on the JOHD Dataverse Repository. The data was compiled as part of a larger project to map the collections of cuneiform in the United States for the purposes of increasing access. Reuse potential includes its use as a reference tool for the history of Assyriology, for producing scholarship around the objects in these collections, for historical bibliometric data, and for the reconstruction of ancient cuneiform corpora throughout the United States.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Mohr, Sara","Mohr, Sara (Department of Egyptology and Assyriology, Brown University, Providence)",,"Mohr, Sara (Brown University)",Brown University,grid.40263.33,Providence,Rhode Island,United States,,,,,,0,0,,,38,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.27/galley/43/download/,https://app.dimensions.ai/details/publication/pub.1136771079,2103 Historical Studies; 21 History and Archaeology,,,,,,,,B11 Computer Science and Informatics,
100,pub.1134930407,10.5334/johd.22,,,A Collection of Swedish Diachronic Word Embedding Models Trained on Historical Newspaper Data,"This paper describes the creation of several word embedding models based on a large collection of diachronic Swedish newspaper material available through Språkbanken Text, the Swedish language bank. This data was produced in the context of Språkbanken Text’s continued mission to collaborate with humanities and natural language processing (NLP) researchers and to provide freely available language resources, for the development of state-of-the-art NLP methods and tools.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Hengchen, Simon; Tahmasebi, Nina","Hengchen, Simon (Språkbanken Text, Department of Swedish, University of Gothenburg); Tahmasebi, Nina (Språkbanken Text, Department of Swedish, University of Gothenburg)",,"Hengchen, Simon (University of Gothenburg); Tahmasebi, Nina (University of Gothenburg)",University of Gothenburg,grid.8761.8,Gothenburg,,Sweden,,,,,,2,2,,,4,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.22/galley/41/download/,https://app.dimensions.ai/details/publication/pub.1134930407,"2004 Linguistics; 20 Language, Communication and Culture",,,,,,,,D26 Modern Languages and Linguistics,
100,pub.1134807339,10.5334/johd.23,,,Converting the British Library’s Catalogue of British and Irish Newspapers into a Public Domain Dataset: Processes and Applications,"This paper describes the production of a title-level list of British, Irish, British Overseas Territories and Crown Dependencies newspapers (1621–2019) held by the British Library, and its potential for reuse and research. The data was extracted from the British Library’s catalogue of over 24,000 British and Irish newspaper titles, cleaned, and published on the British Library Research Repository, an open access repository for the research produced by staff and research associates of the British Library. Bespoke versions of the data have been made available to specialist users, notably the British Library/Alan Turing Institute’s ‘Living with Machines’ project, enabling greater historical analysis of nineteenth-century British news and selective digitisation.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Ryan, Yann; McKernan, Luke","Ryan, Yann (Department of English, Queen Mary, University of London, London); McKernan, Luke (Newspaper Collections, British Library, London)",,"Ryan, Yann (University of London); McKernan, Luke (British Library)",British Library; University of London,grid.36212.34; grid.4464.2,London; London,Camden; ,United Kingdom; United Kingdom,,,,,,0,0,,,41,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.23/galley/39/download/,https://app.dimensions.ai/details/publication/pub.1134807339,2103 Historical Studies; 21 History and Archaeology,,,,,,,,"D34 Communication, Cultural and Media Studies, Library and Information Management",
100,pub.1132886873,10.5334/johd.20,,,Collection Objects from the Digital Occupy Archive,"The Occupy Archive’s Collection Objects is a dataset of more than 400 digitized primary source materials from the global Occupy movement, openly available at DOI 10.17605/OSF.IO/6V9ZF. From 2019–2020, a team of research assistants, librarians, and Dr. Heather Hurwitz digitized over 1,200 pages of manuscripts and ephemera collected by Hurwitz at Occupy movement protests and meetings from 2011–2018. The team established a taxonomy of descriptive metadata and applied it to each object to facilitate searching, viewing, and downloading the data. Accompanying the dataset, the archive includes teaching tools and research guides to facilitate reuse. Funding statement: The Occupy Archive was created during the course of Hurwitz’s Freedman Fellowship at Case Western Reserve University’s Kelvin Smith Library. The Freedman Fellows Program is generously funded by the Freedman Fellows Endowment, established by Samuel B. and Marian K. Freedman, and supported by additional Case Western Reserve University campus partners.",,Journal of Open Humanities Data,,Ubiquity Press,,2020,2020-11-23,,6,1,9,All OA; Gold,Article,"Becker, Stephanie; Hurwitz, Heather McKee; Kumer, Anne","Becker, Stephanie (Freedman Center for Digital Scholarship, Kelvin Smith Library, Case Western Reserve University); Hurwitz, Heather McKee (Department of Sociology, Case Western Reserve University); Kumer, Anne (Acquisitions & Metadata Services, Kelvin Smith Library, Case Western Reserve University)",,"Becker, Stephanie (Case Western Reserve University); Hurwitz, Heather McKee (Case Western Reserve University); Kumer, Anne (Case Western Reserve University)",Case Western Reserve University,grid.67105.35,Cleveland,Ohio,United States,,,,,,0,0,,0.0,6,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.20/galley/37/download/,https://app.dimensions.ai/details/publication/pub.1132886873,2103 Historical Studies; 21 History and Archaeology,,,,,,,,"D34 Communication, Cultural and Media Studies, Library and Information Management",
100,pub.1132769831,10.5334/johd.21,,,Methods for Extracting Relational Data from Unstructured Texts Prior to Network Visualization in Humanities Research,"Network modelling methodologies in the digital humanities have been be used to advance inquiry in a variety of areas—most commonly those having to do with correspondence, citation, and social media networks. While new technologies have made generating high-quality and even dynamic network visualizations relatively easy, key challenges remain for humanities researchers. Many common objects of humanistic inquiry, such as literary, historiographic, and biographical texts are often not easily transformed into the kinds of data structures necessary for network visualization. The Transparency to Visibility (T2V) Project was initiated to develop new methods and toolkits that can support humanistic researchers who need to extract relationship data from unstructured texts to support network visualization. The T2V team used bioethics accountability statements to pilot and evaluate different methods for extracting relationship data. The resulting machine-learning-enhanced natural language processing (NLP) and metadata-assisted approaches offer promising potential pathways for contemporary digital humanities and future toolkit development. Funding statement: Funding was provided by a National Endowment for the Humanities Digital Humanities Advancement grant (HAA-261070).",,Journal of Open Humanities Data,,Ubiquity Press,,2020,2020-11-19,,6,1,8,All OA; Gold,Article,"Graham, S. Scott; Majdik, Zoltan P.; Clark, Dave","Graham, S. Scott (Department of Rhetoric and Writing, University of Texas at Austin, Austin); Majdik, Zoltan P. (Department of Communication, North Dakota State University, Fargo); Clark, Dave (Department of English, University of Wisconsin-Milwaukee, Milwaukee)",,"Graham, S. Scott (The University of Texas at Austin); Majdik, Zoltan P. (North Dakota State University); Clark, Dave (University of Wisconsin–Milwaukee)",University of Wisconsin–Milwaukee; North Dakota State University; The University of Texas at Austin,grid.267468.9; grid.261055.5; grid.89336.37,Milwaukee; Fargo; Austin,Wisconsin; North Dakota; Texas,United States; United States; United States,,,,,,1,1,,0.82,12,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.21/galley/35/download/,https://app.dimensions.ai/details/publication/pub.1132769831,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,,,,,,,,"D34 Communication, Cultural and Media Studies, Library and Information Management",
100,pub.1133252181,10.1163/24523666-00502008,,,The Cinema Context Database on Film Exhibition and Distribution in the Netherlands: A Critical Guide,"Abstract Cinema Context is an online database for researching the history of cinema exhibition and distribution in the Netherlands. It contains structured information on venues, persons and companies involved in the dissemination of film from the late nineteenth century until the present day, with an emphasis on the first half of the twentieth century. Aim of this paper is to document and critically reflect on the creation of the database and account for and motivate the choices made in constructing the data model and collecting the data.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,91-108,All OA; Gold,Article,"van Oort, Thunnis; Noordegraaf, Julia","van Oort, Thunnis (); Noordegraaf, Julia (Universiteit van Amsterdam, Amsterdam, Netherlands j.j.noordegraaf@uva.nl)",,"van Oort, Thunnis (); Noordegraaf, Julia (University of Amsterdam)",University of Amsterdam,grid.7177.6,Amsterdam,Noord-Holland,Netherlands,,,,,,1,1,,3.17,,https://brill.com/downloadpdf/journals/rdj/5/2/article-p91_91.pdf,https://app.dimensions.ai/details/publication/pub.1133252181,"1902 Film, Television and Digital Media; 19 Studies in Creative Arts and Writing; 20 Language, Communication and Culture; 2002 Cultural Studies",,,,,,,,"D34 Communication, Cultural and Media Studies, Library and Information Management",
100,pub.1133252179,10.1163/24523666-00502007,,,"Operatic Productions in the Netherlands, 1886–1995: from Printed Annals to Searchable Performance Data","Abstract  This data paper accompanies the database Operatic productions in the Netherlands , an open dataset containing details on over five thousand opera productions in the Netherlands between 1885 and 1995 extracted from the Annalen van de Nederlandse Opera-gezelschappen (Annals of the Opera Companies in the Netherlands), which appeared in book form in 1996. These data give an extremely rich account of the performance history of operatic works and the personnel involved in their production. Since the original publication lacks a critical introduction, the authors have attempted to reconstruct the origins and systematics of the collection. They also discuss the attributes of the data and the basic data structure in order to give users relevant information to use and restructure the data for their interests. The data structure and metadata classifications are based on an inventory of the classifications used in existing performing arts databases across Europe. This facilitates future connections to other relevant performing arts datasets. The transfer of the Annals into a relational database finally brings out their full research potential.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,79-90,All OA; Gold,Article,"van Nieuwkerk, Mascha M.; Salters, Liselotte; Helmers, R. M.; Kisjes, Ivan","van Nieuwkerk, Mascha M. (University of Amsterdam, Amsterdam, Netherlands maschavannieuwkerk@gmail.com); Salters, Liselotte (University of Amsterdam, Amsterdam, Netherlands liselotte.salters@hotmail.com); Helmers, R. M. (University of Amsterdam, Amsterdam, Netherlands r.m.helmers@uva.nl); Kisjes, Ivan (University of Amsterdam, Amsterdam, Netherlands i.kisjes@uva.nl)",,"van Nieuwkerk, Mascha M. (University of Amsterdam); Salters, Liselotte (University of Amsterdam); Helmers, R. M. (University of Amsterdam); Kisjes, Ivan (University of Amsterdam)",University of Amsterdam,grid.7177.6,Amsterdam,Noord-Holland,Netherlands,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/5/2/article-p79_79.pdf,https://app.dimensions.ai/details/publication/pub.1133252179,08 Information and Computing Sciences; 0806 Information Systems,,,,,,,,"D33 Music, Drama, Dance, Performing Arts, Film and Screen Studies",
100,pub.1133252177,10.1163/24523666-00502006,,,"The Felix Meritis Concert Programs Database, 1832–1888: From Archival Ephemera to Searchable Performance Data","Abstract  The Felix Meritis Concert Programs Database 1832–1888 ( fmcp Database) provides a full digitisation of the concert programs collection of the most long-standing Dutch concert hall in the nineteenth century: Felix Meritis. Formerly hidden in boxes with archival ephemera, the content of this collection is now unlocked by manually entering the program details into a searchable dataset. The programs give an extremely rich account of a local concert practice, the performed repertoire, and the musicians involved. However, archiving concert programs at item-level presents a challenge: due to inconsistencies in and incompleteness of work descriptions it is often hard to identify and categorize the musical works performed. For the fmcp database, the authors have developed a possible solution to this problem; a strategy for structuring and categorizing concert programming data that aims to include incomplete work descriptions and reflect genre categorizations used in local concert practice. In this paper, the authors will present this categorization method and discuss the attributes and the basic structure of the fmcp database.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,62-78,All OA; Gold,Article,"van Nieuwkerk, Mascha; Nijboer, Harm; Kisjes, Ivan","van Nieuwkerk, Mascha (University of Amsterdam, Amsterdam, Netherlands maschavannieuwkerk@gmail.com); Nijboer, Harm (University of Amsterdam, Amsterdam, Netherlands harm.nijboer@huygens.knaw.nl); Kisjes, Ivan (University of Amsterdam, Amsterdam, Netherlands i.kisjes@uva.nl)",,"van Nieuwkerk, Mascha (University of Amsterdam); Nijboer, Harm (University of Amsterdam); Kisjes, Ivan (University of Amsterdam)",University of Amsterdam,grid.7177.6,Amsterdam,Noord-Holland,Netherlands,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/5/2/article-p62_62.pdf,https://app.dimensions.ai/details/publication/pub.1133252177,08 Information and Computing Sciences; 0806 Information Systems,,,,,,,,B11 Computer Science and Informatics,
100,pub.1133252174,10.1163/24523666-00502005,,,Rescuing a Heritage Database: Some Lessons from London Concert Life in the Eighteenth Century,"Abstract  The paper outlines the genesis and subsequent transformation of the database Calendar of London Concerts 1750–1800 , now available as a dataset at https://www.doi.org/10.17026/dans-znv-3c2j . Originally developed during the 1980s, the database was used as a primary research tool in the preparation of articles and a 1993 monograph: the first comprehensive study of London’s flourishing public concert life in the later eighteenth century, which culminated in Haydn’s London visits in 1791–5. The database itself, extending to over 4000 records, was derived from an exhaustive study of London newspapers. Following the obsolescence of the relational database in which the material was initially stored, it has recently been transferred to a spreadsheet in csv format, publicly available with free open access. Issues arising out of the standardisation of concert data are explored, especially regarding the layout of complete concert programmes, and the strengths and limitations of the original design are analysed, within the context of the newly available version.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,50-61,All OA; Gold,Article,"McVeigh, Simon","McVeigh, Simon (Goldsmiths, University of London, London, UK s.mcveigh@gold.ac.uk)",,"McVeigh, Simon (Goldsmiths University of London)",Goldsmiths University of London,grid.15874.3f,London,,United Kingdom,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/5/2/article-p50_50.pdf,https://app.dimensions.ai/details/publication/pub.1133252174,2103 Historical Studies; 21 History and Archaeology,,,,,,,,D28 History,
100,pub.1133252171,10.1163/24523666-bja10013,,,Cinema-going at the Antwerp Zoo (1915–1936): A Cinema-concert Program Database,"Abstract  This paper outlines the genesis of the cinema-concert program database of the Belgian movie theatre Cinema Zoologie (1915–1936) deposited in the dans repository. First, it provides a detailed account of the historical sources and the data collection process. Second, it explains the structure of the database and the coding that was used to enter the data. Finally, the strengths and weaknesses of the database are discussed and its potential for future research is highlighted.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,41-49,All OA; Gold,Article,"Engelen, Leen; Crombez, Thomas; Winkel, Roel Vande","Engelen, Leen (LUCA School of Arts / KU Leuven, Genk, Belgium leen.engelen@luca-arts.be); Crombez, Thomas (Royal Academy of Fine Arts, Antwerp, Belgium thomas.crombez@ap.be); Winkel, Roel Vande (KU Leuven / LUCA School of Arts, Louvain, Belgium roel.vandewinkel@kuleuven.be)",,"Engelen, Leen (KU Leuven); Crombez, Thomas (); Winkel, Roel Vande (LUCA School of Arts)",LUCA School of Arts; KU Leuven,grid.465956.d; grid.5596.f,Brussels; Leuven,; ,Belgium; Belgium,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/5/2/article-p41_41.pdf,https://app.dimensions.ai/details/publication/pub.1133252171,"2002 Cultural Studies; 20 Language, Communication and Culture",,,,,,,,"D33 Music, Drama, Dance, Performing Arts, Film and Screen Studies",
100,pub.1133252168,10.1163/24523666-00502003,,,"ONSTAGE, the Online Data System of Theatre in Amsterdam from the Golden Age to Today","Abstract  ONSTAGE is the data repository for Amsterdam’s first and most prominent public theatre venue: the Schouwburg . In theatre history, the Amsterdam Schouwburg has a fairly unique place due to its rich body of extant account books, programs and administrative records of annual play lists, and registers of expenses and revenues. These sources, as a most sensitive finger on the theatre’s pulse, can be used as analytical tools that provide access to the theatre’s artistic business, from its foundation in 1638 until today. This data paper is an assessment of the new ONSTAGE data system, in terms of its structure, the nature of the data and enrichment, and the research potential. The paper also explores future growth in linked data systems.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,27-40,All OA; Gold,Article,"Blom, Frans R. E.; Nijboer, Harm; van der Zalm, Rob","Blom, Frans R. E. (University of Amsterdam, Amsterdam, Netherlands f.r.e.blom@uva.nl); Nijboer, Harm (Huygens ING, Amsterdam, Netherlands h.t.nijboer@uva.nl); van der Zalm, Rob (University of Amsterdam, Amsterdam, Netherlands r.g.c.vanderzalm@uva.nl)",,"Blom, Frans R. E. (University of Amsterdam); Nijboer, Harm (Huygens Institute for the History of the Netherlands); van der Zalm, Rob (University of Amsterdam)",Huygens Institute for the History of the Netherlands; University of Amsterdam,grid.450092.a; grid.7177.6,The Hague; Amsterdam,; Noord-Holland,Netherlands; Netherlands,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/5/2/article-p27_27.pdf,https://app.dimensions.ai/details/publication/pub.1133252168,08 Information and Computing Sciences; 0806 Information Systems,,,,,,,,"D33 Music, Drama, Dance, Performing Arts, Film and Screen Studies",
100,pub.1133252166,10.1163/24523666-bja10008,,,Structured Data for Performing Arts History: An Introduction to a Special Issue of Data Papers,"Abstract  This introduction to the special issue of performing arts data papers starts off by dwelling on the purpose of the (re-)use of structured data for performing arts history, and on the benefits of publishing data papers about these data sets. The authors present several observations on the general characteristics of data models in this scholarly domain and conclude by discussing each of the contributions to this special issue of the Research Data Journal for the Humanities and Social Sciences .",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,1-12,All OA; Gold,Article,"van Oort, Thunnis; Noordegraaf, Julia","van Oort, Thunnis (University of Amsterdam, Amsterdam, Netherlands t.vanoort@uva.nl); Noordegraaf, Julia (University of Amsterdam, Amsterdam, Netherlands j.j.noordegraaf@uva.nl)",,"van Oort, Thunnis (University of Amsterdam); Noordegraaf, Julia (University of Amsterdam)",University of Amsterdam,grid.7177.6,Amsterdam,Noord-Holland,Netherlands,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/5/2/article-p1_1.pdf,https://app.dimensions.ai/details/publication/pub.1133252166,19 Studies in Creative Arts and Writing; 1904 Performing Arts and Creative Writing,,,,,,,,C17 Business and Management Studies,
100,pub.1133252163,10.1163/24523666-bja10002,,,History and Contents of the Dutch Theatre Production Database,"Abstract  The Dutch Theatre Production Database is a historical database with data on theatre and dance productions in the Netherlands by professional Dutch and foreign producers and companies. The database contains data on practically all productions from 1940 up to now: over one hundred thousand productions that can be freely searched using either the Webopac ( http://theatercollectie.uva.nl/search/advanced ) or the website Theaterencyclopedie ( https://theaterencyclopedie.nl ). Since 2013 the database is managed by the Department of Special Collections of the Library of the University of Amsterdam. It is the only source that offers an overview of the complete theatre programme in the Netherlands. The origins of its development lie in the card catalogue of the library of the Toneelmuseum of the 1960s. The database itself is now nearly three decades old and has grown much larger than the first compilers could ever have imagined. Until now a history of its development has been lacking. This paper offers a reconstruction of the history of the creation and development of the data and a description of the protocols and input system. This paper clarifies which sources have fed the database and which systems and productions have been fed by the database. With this paper, the verifiability and representativeness of the data can be assessed more effectively.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,13-26,All OA; Gold,Article,"Bakkeren, Floortje","Bakkeren, Floortje (University Library, University of Amsterdam, Amsterdam, Netherlands flobak@xs4all.nl)",,"Bakkeren, Floortje (University of Amsterdam)",University of Amsterdam,grid.7177.6,Amsterdam,Noord-Holland,Netherlands,,,,,,0,0,,0.0,1,https://brill.com/downloadpdf/journals/rdj/5/2/article-p13_13.pdf,https://app.dimensions.ai/details/publication/pub.1133252163,2103 Historical Studies; 21 History and Archaeology,,,,,,,,"D33 Music, Drama, Dance, Performing Arts, Film and Screen Studies",
100,pub.1133252160,10.1163/24523666-00502010,,,Bringing a Master Narrative to Its Knees: The Power of Historical Data on Theatre Patrons,"Abstract  For the ‘Rotterdam Project’, a large amount of historical data on patrons of Rotterdam’s main theatres during the ‘long’ 19th century (1773–1914) was collected, digitally registered and statistically analysed. The data was gathered from the theatre archives of the city of Rotterdam and included data on such specifics as ticket sales, repertoire and featured performers. The database holds prosopography information on over 16,000 patrons and almost 15,000 registered ticket sales to these patrons. This dataset ( https://doi.org/10.21943/auas.7381127 ) can be used to make comparisons to the datasets of similarly sized cities in other countries during the same period and for broader research on 19th-century cultural history. So far, the data has been mainly applied to empirically test the master narrative of theatre historiography on the social composition of theatre audiences. The analyses based on the data show that this narrative must, for the most part, be rejected.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,126-133,All OA; Gold,Article,"van Vliet, Harry M. M.","van Vliet, Harry M. M. (Amsterdam University of Applied Sciences, Amsterdam, Netherlands h.m.m.van.vliet@hva.nl)",,"van Vliet, Harry M. M. (Amsterdam University of Applied Sciences)",Amsterdam University of Applied Sciences,grid.431204.0,Amsterdam,,Netherlands,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/5/2/article-p126_126.pdf,https://app.dimensions.ai/details/publication/pub.1133252160,2103 Historical Studies; 21 History and Archaeology,,,,,,,,"D33 Music, Drama, Dance, Performing Arts, Film and Screen Studies",
100,pub.1133252157,10.1163/24523666-00502009,,,Mapping Film Programming across Post-War Europe (1952),"Abstract This data paper and the data collection from which it emerges aim to present a fully harmonized data set originating in several research projects on post-war cinema programming. The paper will reflect on the collection and structure of this aggregated data set, that consists of titles of feature films screened for public viewing in cinemas in the cities Bari (Italy), Antwerp and Ghent (Belgium), Gothenburg (Sweden), Leicester (United Kingdom) and Rotterdam (Netherlands) for the year 1952. As comparisons of movie-going patterns between European countries are still rare, this paper offers a model for constructing a data set which can be replicated, scaled up and used to compare, contextualize, and eventually theorize practices of cinema-going across countries at a global level.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,2,109-125,All OA; Gold,Article,"van Oort, Thunnis; Jernudd, Åsa; Lotze, Kathleen; Pafort-Overduin, Clara; Biltereyst, Daniël; Boter, Jaap; Dibeltulo, Silvia; Ercole, Pier; Meers, Philippe; Porubcanska, Terezia; Gennari, Daniela Treveri; Van de Vijver, Liesbeth","van Oort, Thunnis (University of Amsterdam, Amsterdam, Netherlands; Oxford Brookes University, Oxford, UK t.vanoort@uva.nl); Jernudd, Åsa (Örebro University, Örebro, Sweden asa.jernudd@oru.se); Lotze, Kathleen (Oxford Brookes University, Oxford, UK; Hogeschool van Amsterdam, Amsterdam, Netherlands lotze.kathleen@gmail.com); Pafort-Overduin, Clara (Utrecht University, Utrecht, Netherlands c.pafort-overduin@uu.nl); Biltereyst, Daniël (Ghent University, Ghent, Belgium daniel.biltereyst@ugent.be); Boter, Jaap (Vrije Universiteit / University of Amsterdam, Amsterdam, Netherlands jaap.boter@vu.nl); Dibeltulo, Silvia (Oxford Brookes University, Oxford, UK sdibeltulo@brookes.ac.uk); Ercole, Pier (De Montfort University, Leicester, UK pier.ercole@dmu.ac.uk); Meers, Philippe (University of Antwerp, Antwerp, Belgium philippe.meers@uantwerpen.be); Porubcanska, Terezia (Oxford Brookes University, Oxford, UK; University of Antwerp, Antwerp, Belgium tereziaporubcanska@gmail.com); Gennari, Daniela Treveri (Oxford Brookes University, Oxford, UK dtreveri-gennari@brookes.ac.uk); Van de Vijver, Liesbeth (Oxford Brookes University, Oxford, UK; Ghent University, Ghent, Belgium liesbeth.vandevijver@ugent.be)",,"van Oort, Thunnis (University of Amsterdam; Oxford Brookes University); Jernudd, Åsa (Örebro University); Lotze, Kathleen (Oxford Brookes University; Amsterdam University of Applied Sciences); Pafort-Overduin, Clara (Utrecht University); Biltereyst, Daniël (Ghent University); Boter, Jaap (University of Amsterdam); Dibeltulo, Silvia (Oxford Brookes University); Ercole, Pier (De Montfort University); Meers, Philippe (University of Antwerp); Porubcanska, Terezia (Oxford Brookes University; University of Antwerp); Gennari, Daniela Treveri (Oxford Brookes University); Van de Vijver, Liesbeth (Oxford Brookes University; Ghent University)",De Montfort University; University of Amsterdam; Utrecht University; Oxford Brookes University; Örebro University; University of Antwerp; Ghent University; Amsterdam University of Applied Sciences,grid.48815.30; grid.7177.6; grid.5477.1; grid.7628.b; grid.15895.30; grid.5284.b; grid.5342.0; grid.431204.0,Leicester; Amsterdam; Utrecht; Oxford; Örebro; Antwerp; Ghent; Amsterdam,; Noord-Holland; Utrecht; Oxfordshire; ; ; ; ,United Kingdom; Netherlands; Netherlands; United Kingdom; Sweden; Belgium; Belgium; Netherlands,Arts and Humanities Research Council,cOAlition S; UKRI - UK Research and Innovation,United Kingdom,grant.7158829,AH/R006326/1,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/5/2/article-p109_109.pdf,https://app.dimensions.ai/details/publication/pub.1133252157,"1902 Film, Television and Digital Media; 19 Studies in Creative Arts and Writing",,,,,,,,"D34 Communication, Cultural and Media Studies, Library and Information Management",
100,pub.1132374869,10.1163/24523666-bja10011,,,The Post-Apartheid Labour Market Series,"Abstract  The Post-Apartheid Labour Market Series ( palms ) is a compilation of microdata from 69 household surveys conducted in South Africa. The dataset and the code used to create the data are publicly available from DataFirst, a data repository at the University of Cape Town ( www.doi.org/10.25828/gtr1-8r20 ). To harmonise the data required understanding the differences across the surveys, which has generated new knowledge about the South African labour market.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,1,39-49,All OA; Gold,Article,"Kerr, Andrew; Wittenberg, Martin","Kerr, Andrew (School of Economics & DataFirst, University of Cape Town (UCT), Cape Town, South Africa andrew.kerr@uct.ac.za); Wittenberg, Martin (DataFirst & School of Economics, UCT, Cape Town, South Africa martin.wittenberg@uct.ac.za)",,"Kerr, Andrew (University of Cape Town); Wittenberg, Martin (University of Cape Town)",University of Cape Town,grid.7836.a,Rondebosch,,South Africa,,,,,,0,0,,0.0,,https://brill.com/downloadpdf/journals/rdj/5/1/article-p39_39.pdf,https://app.dimensions.ai/details/publication/pub.1132374869,1402 Applied Economics; 14 Economics,,,,,,,,C21 Sociology,
100,pub.1132374868,10.1163/24523666-00501002,,,Networked Pantheon: a Relational Database of Globally Famous People,"Abstract  This article presents the Networked Pantheon , a relational database of biographies of globally famous people spanning the last 5,500 years of human history. This information source is intended to complement Pantheon 1.0 (Yu et al., 2016), a dataset that includes temporal, spatial, gender, and occupational information on 11,341 world-renowned people – defined as those who have biographies available in more than 25 languages on Wikipedia. The Networked Pantheon adds information about the biographical links between these historical figures, compiled from hyperlinks between the biographies in the English Wikipedia. This digital method enables techniques from network analysis to be used in studying the biographical relationships between globally famous people. Thus, distinct measures of historical centrality can be calculated for individuals, cities, countries, genders, and occupations. The Networked Pantheon includes indicators of figure centrality in the network of biographical references and provides an approximation of the information flows between various territories, genders, and occupations of famous people over time.",,Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2020,,,5,1,50-65,All OA; Gold,Article,"Beytía, Pablo; Schobin, Janosch","Beytía, Pablo (Department of Social Sciences, Humboldt University of Berlin, Berlin, Germany beytiapa@hu-berlin.de); Schobin, Janosch (Department of Sociology, University of Kassel, Kassel, Germany jschobin@uni-kassel.de)",,"Beytía, Pablo (Humboldt-Universität zu Berlin); Schobin, Janosch (University of Kassel)",Humboldt-Universität zu Berlin; University of Kassel,grid.7468.d; grid.5155.4,Berlin; Kassel,; ,Germany; Germany,,,,,,3,3,,2.66,1,https://brill.com/downloadpdf/journals/rdj/5/1/article-p50_50.pdf,https://app.dimensions.ai/details/publication/pub.1132374868,08 Information and Computing Sciences; 0806 Information Systems,,,,,,,,C21 Sociology,
